"","variable","glm.eBH","kw.eBH","signif"
"1","CST",0.434186806137034,0.621673617021293,FALSE
"2","age",3.24438819872825e-15,0.715228473157833,FALSE
"3","bmi",8.31821709208221e-24,0.673643512782161,FALSE
"4","Age.cat",0.809572656654149,0.567679256484942,FALSE
"5","BMI.under.cat",0.816280885513984,0.743370996685089,FALSE
"6","BMI.over.cat",0.781413667846156,0.629095087560749,FALSE
"7","Ethnicity.cat",0.377912119636375,0.467742297518134,FALSE
"8","Ethnicity2.cat",0.519525855745419,0.608963427836311,FALSE
"9","bv_life",0.292156492113634,0.755957280184532,FALSE
"10","bv_infecttotal_1yr",0.375284532768791,0.751929779750814,FALSE
"11","bv_infecttotal_2mo",0.240268811062113,0.565728365992303,FALSE
"12","BV.ever",0.17121430007994,0.173856273179678,FALSE
"13","Yeast.ever",0.554699651982103,0.584598005003706,FALSE
"14","UTI.ever",0.580505673004418,0.704539835982688,FALSE
"15","Trich.ever",0.73300583382965,0.841773005715205,FALSE
"16","Condyloma.ever",0.496754133524754,0.631817903841008,FALSE
"17","GenHerpes.ever",0.90024705645938,0.864408234907951,FALSE
"18","Chlamydia.ever",0.675492679070684,0.631340735666025,FALSE
"19","Gonorrhea.ever",0.108386244940604,0.382368043063971,FALSE
"20","Syphillis.ever",0.218092657029805,0.661270717531147,FALSE
"21","Presence.Symptoms.2wks",0.883693698259728,0.889506661919106,FALSE
"22","Presence.Symptoms.48hrs",0.825337851958311,0.835145678610861,FALSE
"23","Symptom.pain",0.656866357798014,0.671163682041002,FALSE
"24","oralsxfrequency.cat",0.730230437751812,0.663165089729677,FALSE
"25","analsxfrequency.cat",0.548582814660229,0.685112480548307,FALSE
"26","sextoyfrequency.cat",0.536932541571206,0.537423872841004,FALSE
"27","sexpartner1yr.cat",0.472272154804875,0.47404039941125,FALSE
"28","sexpartner2mo.cat",0.824438618800783,0.810856993860015,FALSE
"29","Contraception.H",0.788340899897863,0.807254501755258,FALSE
"30","Contraception.B.M",0.848290975929589,0.864825789854039,FALSE
"31","Contraception.IUD",0.888801773721132,0.794921255273268,FALSE
"32","Contraception.none",0.862436529225864,0.84542149854077,FALSE
"33","condoms.48h",0.798644197162031,0.763377293946375,FALSE
"34","Pregnancy.cat",0.528311438137875,0.456564409066553,FALSE
"35","Feminine.products",0.69628700200326,0.738304635717136,FALSE
"36","Feminine.products.48hrs",0.807563217998286,0.732710580610283,FALSE
"37","Tampon.Use.cat",0.388434473046434,0.481393593702599,FALSE
"38","days.since.LMP",1.62944385254179e-07,0.771455752350869,FALSE
"39","Tampon.use.1mth",0.568248985552692,0.626276108628702,FALSE
"40","smoking.current",0.759308633748118,0.72788018842899,FALSE
"41","druguse",0.746952417605338,0.723829624790385,FALSE
"42","substanceuse",0.568005451131216,0.75236363776757,FALSE
"43","nugent_score_result",0.340946238470233,0.346044228261916,FALSE
"44","sexpartner",0.590147631803187,0.850058766274803,FALSE
"45","contramethnotactive___1",0.656233812383136,0.652722669715603,FALSE
"46","abnormaldischarge2wk",0.884716348023199,0.896174620346667,FALSE
"47","abnormaldischarge48",0.768022296711036,0.748160661168688,FALSE
"48","abnormalodor2wk",0.671774851451315,0.751922936978531,FALSE
"49","abnormalodor48",0.289235150622114,0.440423138699829,FALSE
"50","irritationdiscomfort2wk",0.835396896677192,0.850510315917716,FALSE
"51","irritationdiscomfort48",0.840288914138839,0.856741088785634,FALSE
"52","vaginalsymptomother2wk",0.74421924799202,0.634457017269405,FALSE
"53","rxdrug",0.64505731448901,0.600072644848147,FALSE
"54","antimicrodrug",0.474161639016676,0.508105409015394,FALSE
"55","vaginalintercourse48hr",0.704885720867705,0.767319086555309,FALSE
"56","t16",0.222146320917313,0.627439262049926,FALSE
"57","t18",0.331844302127985,0.558480105193068,FALSE
"58","t26",0.594176568856899,0.574444062863308,FALSE
"59","t33",0.154752925877142,0.626301795471769,FALSE
"60","t35",0.780293918308488,0.605772151381017,FALSE
"61","t42",0.744100496499473,0.758106162739766,FALSE
"62","t45",0.34392655550027,0.560914755488623,FALSE
"63","t51",0.498607605544721,0.589881980745552,FALSE
"64","t52",0.216089553320637,0.653414763646782,FALSE
"65","t53",0.00010823127324387,0.513263082593571,FALSE
"66","t54",0.166445751311785,0.608114864919664,FALSE
"67","t56",0.281554664205801,0.679392798554287,FALSE
"68","t61",0.546383222591487,0.661348747551653,FALSE
"69","t62",0.798821227051704,0.839256525669895,FALSE
"70","t66",0.575744255355991,0.554162716565386,FALSE
"71","t67",0.73363060839552,0.719752518873437,FALSE
"72","t68",0.32853029213048,0.55974791074276,FALSE
"73","t70",0.34857245095983,0.54070266581799,FALSE
"74","t71",0.206677328752389,0.601478508000593,FALSE
"75","t72",0.100739072119613,0.59624782941773,FALSE
"76","t73",0.323725271452792,0.553086484354416,FALSE
"77","t81",0.379538104585452,0.731775313679846,FALSE
"78","t83",0.101976069857531,0.552315154756312,FALSE
"79","t84",0.6487510605872,0.802873683942871,FALSE
"80","t89",0.662051656150729,0.554402307067864,FALSE
"81","Number.of.Different.HPV.Types",0.0287620749656103,0.797570361057744,FALSE
"82","Med.Duration",1.95844214101584e-07,0.729459069647773,FALSE
"83","Is.the.patient.antiretroviral.naive.",0.505131121119366,0.577076645896192,FALSE
"84","HIV.Clade...Result",0.620330969399589,0.780354792492764,FALSE
"85","Likely.mode.of.HIV.acquisition",0.440501473704979,0.796130028977483,FALSE
"86","Duration.of.HIV.Infection.",1.58407099860624e-09,0.752419537103236,FALSE
"87","CD4.Nadir.",7.94822538755948e-10,0.718357547182719,FALSE
"88","Highest.VL.Ever..",3.93890991565522e-10,0.748441753948225,FALSE
"89","CD4.",0.00224357621102744,0.72614940915855,FALSE
"90","VL..copies.mL..",0.3369384276043,0.76515009658843,FALSE
"91","HCV.Antibody...Result",0.292643996206249,0.740497628795478,FALSE
"92","HCV.PCR...Result",0.454208923217489,0.685578995877388,FALSE
"93","HBV.sAb...Result",0.536903949181816,0.729843340365807,FALSE
"94","HBV.sAg...Result",0.699899120348267,0.72264091826504,FALSE
"95","HBV.cAb...Result",0.685426974897727,0.673359718302047,FALSE
"96","study_arm",0.437830765949957,0.409376858094992,FALSE
