"","var","pval","phi","cramer"
"1","Age.cat",0.805148411959552,NA,0.382970843102535
"2","BMI.cat",0.672563762347038,NA,0.42966892442366
"3","BMI.under.cat",0.67857142857143,NA,0.511408311956759
"4","BMI.over.cat",0.722689075630252,NA,0.414481449277132
"5","Ethnicity.cat",0.952369611812326,NA,0.300462606288666
"6","Yeast.ever",0.999999999999998,NA,0.325395686727984
"7","UTI.ever",0.0918472652218774,NA,0.634984352724639
"8","Chlamydia.ever",0.327592879256961,NA,0.53748384988657
"9","Genwarts.ever",0.298245614035084,NA,0.47828670265296
"10","GenHerpes.ever",0.890350877192972,NA,0.333333333333333
"11","Antimicrobial.Use..y.1..n.0.",0.632352941176468,NA,0.478091443733758
"12","X.Non..Prescription..y.1..n.0.",0.940462014765417,NA,0.354114141763394
"13","probiotics.2.months",0.664602683178523,NA,0.417855447018672
"14","Presence.Symptoms.2wks",0.999999999999997,NA,0.397359707119513
"15","Abnormal.discharge.2wks",0.588815789473675,NA,0.42687494916219
"16","Abnormal.odor.2wks",0.157636738906087,NA,0.620173672946042
"17","Irritation.Discomfort.2wks",0.304695562435499,NA,0.52121652570373
"18","Other.Symptoms.2wks",0.738316379183246,NA,0.362210686198766
"19","Presence.Symptoms.48hrs",0.999999999999994,NA,0.264181124735789
"20","Abnormal.discharge.48hrs",0.256410256410255,NA,0.588075958812578
"21","Abnormal.odor.48hrs",0.11157796451914,NA,0.678232998312527
"22","Irritation.Discomfort.48hrs",0.482714138286886,NA,0.462910049886276
"23","Other.Symptoms.48hrs",0.999999999999993,NA,0.200731263865498
"24","Symptom.pain",0.377557427093029,NA,0.517830231010269
"25","Vaginal.intercourse.in.past.48.hours..y.1..n.0.",0.806501547987608,NA,0.362530786869986
"26","Freq.oral.sex.cat",0.15892672858617,NA,0.647645307590848
"27","Freq.anal.sex.cat",0.999999999999998,NA,0.241080190226526
"28","Freq.sex.toy.use.cat",0.999999999999997,NA,0.280691786106895
"29","Sexual.Partners.cat",1,NA,NA
"30","Number.partners.in.past.year.cat",0.117647058823529,NA,0.741619848709566
"31","contraception.H",0.5485036119711,NA,0.469587926285185
"32","contraception.B.M",0.638802889576879,NA,0.456435464587639
"33","contraception.C.IUD",1,NA,NA
"34","Contraception.none",0.0864527629233507,NA,0.678232998312527
"35","condoms.48h",0.999999999999999,NA,0.333333333333333
"36","Pregnancy.cat",0.360958958482173,NA,0.506896877524852
"37","Feminine.products",0.298245614035084,NA,0.517661913037023
"38","Feminine.products.48hrs",0.298245614035084,NA,0.517661913037023
"39","Tampon.Use.cat",0.806501547987602,NA,0.346410161513775
"40","Tampon.use.1mth",0.480395765225484,NA,0.475316658582388
"41","Substance.Use",0.298245614035087,NA,0.573944043183551
"42","smoking.current",0.692982456140344,NA,0.464420364012824
