"","variable","glm.eBH","kw.eBH","signif"
"1","CST",0.648607717559746,0.813362035409438,FALSE
"2","age",8.08236023698803e-14,0.699860911555683,FALSE
"3","bmi",6.60122299863672e-19,0.676740058758414,FALSE
"4","Age.cat",0.582182430684934,0.525349301855671,FALSE
"5","BMI.under.cat",0.844942964045656,0.772743660302321,FALSE
"6","BMI.over.cat",0.801481115865471,0.795957235038369,FALSE
"7","Ethnicity.cat",0.426276675286117,0.561172556817502,FALSE
"8","Ethnicity2.cat",0.580482624765477,0.728762097177184,FALSE
"9","bv_life",0.330217414030335,0.774628686194249,FALSE
"10","bv_infecttotal_1yr",0.390501637269571,0.828966149343415,FALSE
"11","bv_infecttotal_2mo",0.285347272582733,0.588636859363808,FALSE
"12","BV.ever",0.238838224992187,0.26141648296296,FALSE
"13","Yeast.ever",0.617151099745585,0.67623403153315,FALSE
"14","UTI.ever",0.643563006721948,0.809351971150596,FALSE
"15","Trich.ever",0.533161032467481,0.686953382857598,FALSE
"16","Condyloma.ever",0.271864389603132,0.464168301066334,FALSE
"17","GenHerpes.ever",0.663384911420062,0.856383172668862,FALSE
"18","Chlamydia.ever",0.674507902256333,0.700980059264079,FALSE
"19","Gonorrhea.ever",0.120169833440918,0.482836103033985,FALSE
"20","Syphillis.ever",0.240235764286335,0.689892350769026,FALSE
"21","Presence.Symptoms.2wks",0.576057849432965,0.653417560383568,FALSE
"22","Presence.Symptoms.48hrs",0.558598327753471,0.685925752692341,FALSE
"23","Symptom.pain",0.577556727855719,0.768417823580904,FALSE
"24","oralsxfrequency.cat",0.838740572831376,0.814373429142403,FALSE
"25","analsxfrequency.cat",0.161084396852785,0.623519847781702,FALSE
"26","sextoyfrequency.cat",0.687892194555978,0.691851529200876,FALSE
"27","sexpartner1yr.cat",0.771393616008118,0.766810085449451,FALSE
"28","sexpartner2mo.cat",0.906368422753314,0.900990279851986,FALSE
"29","Contraception.H",0.71268056090569,0.695562064546213,FALSE
"30","Contraception.B.M",0.888231551832984,0.893680074774402,FALSE
"31","Contraception.IUD",0.860963869309984,0.776716607178468,FALSE
"32","Contraception.none",0.795023525680667,0.838786320086365,FALSE
"33","condoms.48h",0.705676785924517,0.842872275842856,FALSE
"34","Pregnancy.cat",0.588983130142629,0.437574937947998,FALSE
"35","Feminine.products",0.702547790974378,0.741260851762114,FALSE
"36","Feminine.products.48hrs",0.800770780374029,0.839294556546631,FALSE
"37","Tampon.Use.cat",0.618481292761167,0.724820405235608,FALSE
"38","days.since.LMP",4.81931086975477e-06,0.813434610256114,FALSE
"39","Tampon.use.1mth",0.727540987342872,0.796683679167852,FALSE
"40","smoking.current",0.77716818877436,0.79824433184625,FALSE
"41","druguse",0.689443683428887,0.717246170744446,FALSE
"42","substanceuse",0.757800749034592,0.844302127029476,FALSE
"43","nugent_score_result",0.22124389839168,0.393764779862045,FALSE
"44","sexpartner",0.522971730977961,0.812784259335834,FALSE
"45","contramethnotactive___1",0.877570758884731,0.875645642772188,FALSE
"46","abnormaldischarge2wk",0.596797510758317,0.721094603585042,FALSE
"47","abnormaldischarge48",0.53447000164437,0.541497595907539,FALSE
"48","abnormalodor2wk",0.596349063435475,0.692058247903346,FALSE
"49","abnormalodor48",0.311451460447258,0.412241885266928,FALSE
"50","irritationdiscomfort2wk",0.767127182906042,0.864392505872842,FALSE
"51","irritationdiscomfort48",0.805251082278817,0.869154854513917,FALSE
"52","vaginalsymptomother2wk",0.827499688598489,0.759938199191765,FALSE
"53","rxdrug",0.563235775536637,0.583162456177008,FALSE
"54","antimicrodrug",0.373909020929684,0.445976014139166,FALSE
"55","vaginalintercourse48hr",0.558266566300262,0.743739739387127,FALSE
"56","t16",0.138038389943378,0.675426834996654,FALSE
"57","t18",0.065646403491128,0.534817401059808,FALSE
"58","t26",0.147742717783351,0.592767485510067,FALSE
"59","t33",0.117164729991786,0.644452074563338,FALSE
"60","t35",0.697026295332319,0.610230568687115,FALSE
"61","t42",0.558645385904677,0.730740730162405,FALSE
"62","t45",0.0795997354664942,0.531161284171507,FALSE
"63","t51",0.260355169381284,0.609783366860708,FALSE
"64","t52",0.274965203695826,0.654287109874223,FALSE
"65","t53",0.000601147939928806,0.543073937834555,FALSE
"66","t54",0.117907779343296,0.654426645168453,FALSE
"67","t56",0.252260239797483,0.677533083191778,FALSE
