"","variable","glm.eBH","kw.eBH","signif"
"1","CST",0.31401808168236,0.465409379048197,FALSE
"2","age",5.18772834987502e-12,0.684527317828752,FALSE
"3","bmi",7.65985299908302e-20,0.686238632358189,FALSE
"4","Age.cat",0.782749797114936,0.699014528232945,FALSE
"5","BMI.under.cat",0.800184214935831,0.687272497676403,FALSE
"6","BMI.over.cat",0.683883196330263,0.559709925871848,FALSE
"7","Ethnicity.cat",0.343013195849094,0.497625850953696,FALSE
"8","Ethnicity2.cat",0.540874968579162,0.658339923678249,FALSE
"9","bv_life",0.294710908304534,0.48013984819842,FALSE
"10","bv_infecttotal_1yr",0.297368697567206,0.559659285437139,FALSE
"11","bv_infecttotal_2mo",0.0384683276700429,0.286862188658098,FALSE
"12","BV.ever",0.104425732081019,0.106255934295827,FALSE
"13","Yeast.ever",0.422841349215,0.427751665717592,FALSE
"14","UTI.ever",0.395755928779982,0.706367234119015,FALSE
"15","Trich.ever",0.666273330166377,0.75809109086764,FALSE
"16","Condyloma.ever",0.0403708960872625,0.114567965902902,FALSE
"17","GenHerpes.ever",0.134854587658328,0.691907007180378,FALSE
"18","Chlamydia.ever",0.382229532333952,0.294731967227988,FALSE
"19","Gonorrhea.ever",0.0395131385458844,0.130755131795474,FALSE
"20","Syphillis.ever",0.179997405924457,0.564385818546652,FALSE
"21","Presence.Symptoms.2wks",0.890115112096408,0.884142134937328,FALSE
"22","Presence.Symptoms.48hrs",0.879935064163508,0.878586794771287,FALSE
"23","Symptom.pain",0.614320032531331,0.598427744752603,FALSE
"24","oralsxfrequency.cat",0.8145953564904,0.795501465225097,FALSE
"25","analsxfrequency.cat",0.263055551055886,0.531437365098952,FALSE
"26","sextoyfrequency.cat",0.299614521180931,0.378756576885431,FALSE
"27","sexpartner1yr.cat",0.432140196996269,0.431476311470941,FALSE
"28","sexpartner2mo.cat",0.85819563136531,0.856734387872629,FALSE
"29","Contraception.H",0.701261817273083,0.646421935473702,FALSE
"30","Contraception.B.M",0.82087048560224,0.868945039484028,FALSE
"31","Contraception.IUD",0.868080508587364,0.752544567543675,FALSE
"32","Contraception.none",0.906039149952142,0.824711826598888,FALSE
"33","condoms.48h",0.384178772178516,0.80025503153493,FALSE
"34","Pregnancy.cat",0.416899233915827,0.467553577544967,FALSE
"35","Feminine.products",0.626142759118385,0.683803453317008,FALSE
"36","Feminine.products.48hrs",0.713085285843392,0.738260640977802,FALSE
"37","Tampon.Use.cat",0.299471314439241,0.459925547310506,FALSE
"38","days.since.LMP",1.54075062095904e-07,0.723019731452767,FALSE
"39","Tampon.use.1mth",0.412657598802518,0.508197016016839,FALSE
"40","smoking.current",0.674501757832229,0.451868743478844,FALSE
"41","druguse",0.708620362166898,0.641349495979723,FALSE
"42","substanceuse",0.377209111009495,0.513825973988778,FALSE
"43","nugent_score_result",0.518392648480879,0.528465226879528,FALSE
"44","sexpartner",0.559032907910414,0.641868813263124,FALSE
"45","contramethnotactive___1",0.769692375077518,0.831609398367514,FALSE
"46","abnormaldischarge2wk",0.898965898216511,0.915608426287308,FALSE
"47","abnormaldischarge48",0.81695405363229,0.779906780346933,FALSE
"48","abnormalodor2wk",0.566921678406,0.751939474783793,FALSE
"49","abnormalodor48",0.186300795957053,0.310964126953086,FALSE
"50","irritationdiscomfort2wk",0.691147563449798,0.719311221369211,FALSE
"51","irritationdiscomfort48",0.756608011787601,0.789717844974859,FALSE
"52","vaginalsymptomother2wk",0.584941417299763,0.825168510080764,FALSE
"53","rxdrug",0.335209240137941,0.365106619474656,FALSE
"54","antimicrodrug",0.271469916205263,0.320983386583376,FALSE
"55","vaginalintercourse48hr",0.482654511529599,0.619382175970304,FALSE
"56","t16",0.0663809915982829,0.273671640252194,FALSE
"57","t18",0.176983363692058,0.404284205069816,FALSE
"58","t26",0.634979232067609,0.517394125014016,FALSE
"59","t33",0.173761037339927,0.444928449235409,FALSE
"60","t35",0.616810402603167,0.503513770365887,FALSE
"61","t42",0.763708872758528,0.763375504780794,FALSE
"62","t45",0.186775816461001,0.415580486277575,FALSE
"63","t51",0.088921639709467,0.29476976366888,FALSE
"64","t52",0.132728001683731,0.600108175196982,FALSE
"65","t53",1.61779667402174e-05,0.376054499785486,FALSE
"66","t54",0.208646045176257,0.458353050300032,FALSE
"67","t56",0.276550818491601,0.64196470866103,FALSE
"68","t61",0.335993455732218,0.403794694697428,FALSE
"69","t62",0.880439460652499,0.89732064521302,FALSE
"70","t66",0.350540443009524,0.349535257291635,FALSE
"71","t67",0.853658889988912,0.840500717881876,FALSE
"72","t68",0.178888424985221,0.414799729014342,FALSE
"73","t70",0.299054846983704,0.404465329292012,FALSE
"74","t71",0.267559256674371,0.519913897267593,FALSE
"75","t72",0.66368947566212,0.733503488059545,FALSE
"76","t73",0.187541504891518,0.414345044401659,FALSE
"77","t81",0.359148071696092,0.662621922594236,FALSE
"78","t83",0.0531585907388286,0.511624342034614,FALSE
"79","t84",0.35921269904541,0.557456355485736,FALSE
"80","t89",0.641480230195081,0.511121208180607,FALSE
"81","Number.of.Different.HPV.Types",0.0187476134998324,0.686720717249505,FALSE
"82","Med.Duration",2.67369409628366e-07,0.686446663449524,FALSE
"83","Is.the.patient.antiretroviral.naive.",0.346629345795271,0.509397662382145,FALSE
"84","HIV.Clade...Result",0.564863992156185,0.746608306314721,FALSE
"85","Likely.mode.of.HIV.acquisition",0.376576064994069,0.714661475293373,FALSE
