"","diag.slope100.","diag.slope10.","diag.slope1.","diag.slope5."
"1",0.00254956092294074,NA,NA,NA
"2",0.0011280591267403,NA,NA,NA
"3",0.00249270436327265,NA,NA,NA
"4",0.00011336737020161,NA,NA,NA
"5",0.000388858451925998,NA,NA,NA
"6",0.00180133888097504,NA,NA,NA
"7",0.000418410055032515,NA,NA,NA
"8",0.000692681630685292,NA,NA,NA
"9",0.0017765973673161,NA,NA,NA
"10",0.00484873948109225,NA,NA,NA
"11",0.000327685217460821,NA,NA,NA
"12",0.000456060338905073,NA,NA,NA
"13",0.000832442710895851,NA,NA,NA
"14",0.00395673232433157,NA,NA,NA
"15",0.00164769403494062,NA,NA,NA
"16",0.000888234653209243,NA,NA,NA
"17",0.000570621436077757,NA,NA,NA
"18",0.00114259676715131,NA,NA,NA
"19",0.000288044258306827,NA,NA,NA
"20",0.000245077843910707,NA,NA,NA
"21",1.75933269967744e-05,NA,NA,NA
"22",0.000296846508006129,NA,NA,NA
"23",0.000571399823852673,NA,NA,NA
"24",0.000132483545243627,NA,NA,NA
"25",0.000410196370561368,NA,NA,NA
"26",0.000503690006927144,NA,NA,NA
"27",NA,0.00250102392414778,NA,NA
"28",NA,0.00107611195251607,NA,NA
"29",NA,0.00219911162075093,NA,NA
"30",NA,0.000112220857937514,NA,NA
"31",NA,0.000375657670529944,NA,NA
"32",NA,0.0016887941846915,NA,NA
"33",NA,0.000418410041841061,NA,NA
"34",NA,0.000542701498070308,NA,NA
"35",NA,0.00162552663816353,NA,NA
"36",NA,0.00367252101408465,NA,NA
"37",NA,0.000322764200717924,NA,NA
"38",NA,0.000447872737396834,NA,NA
"39",NA,0.000806587603731905,NA,NA
"40",NA,0.00316054155233223,NA,NA
"41",NA,0.00155246649175689,NA,NA
"42",NA,0.000824048617585629,NA,NA
"43",NA,0.000564262653109881,NA,NA
"44",NA,0.00111621708763622,NA,NA
"45",NA,0.000286405207440197,NA,NA
"46",NA,0.00024388916580398,NA,NA
"47",NA,1.63352074952404e-06,NA,NA
"48",NA,0.000289349792635696,NA,NA
"49",NA,0.000533517443460853,NA,NA
"50",NA,0.000132415816321812,NA,NA
"51",NA,0.000389890065019985,NA,NA
"52",NA,0.000484907055563613,NA,NA
"53",NA,NA,0.00249650511738724,NA
"54",NA,NA,0.00107095054539307,NA
"55",NA,NA,0.00217076738320231,NA
"56",NA,NA,0.000112107623845238,NA
"57",NA,NA,0.000374391633308756,NA
"58",NA,NA,0.0016775397251129,NA
"59",NA,NA,0.000418410041841303,NA
"60",NA,NA,0.000527703606104889,NA
"61",NA,NA,0.00161355516728771,NA
"62",NA,NA,0.00355871887126995,NA
"63",NA,NA,0.000322294749003971,NA
"64",NA,NA,0.000447071689315432,NA
"65",NA,NA,0.000804002156839532,NA
"66",NA,NA,0.00308430395827206,NA
"67",NA,NA,0.00154294540184019,NA
"68",NA,NA,0.000817996046854233,NA
"69",NA,NA,0.000563627258932994,NA
"70",NA,NA,0.00111372363439782,NA
"71",NA,NA,0.000286241333828915,NA
"72",NA,NA,0.000243770314549613,NA
"73",NA,NA,8.57660902722865e-08,NA
"74",NA,NA,0.0002886002886007,NA
"75",NA,NA,0.000529731133582433,NA
"76",NA,NA,0.000132415256558874,NA
"77",NA,NA,0.000387859971611189,NA
"78",NA,NA,0.000483039929914077,NA
"79",NA,NA,NA,0.00249850585966352
"80",NA,NA,NA,0.00107324442798697
"81",NA,NA,NA,0.00218334166968145
"82",NA,NA,NA,0.000112157917811437
"83",NA,NA,NA,0.000374953110504874
"84",NA,NA,NA,0.00168254170714701
"85",NA,NA,NA,0.000418410041840989
"86",NA,NA,NA,0.000534369335865819
"87",NA,NA,NA,0.00161881078004983
"88",NA,NA,NA,0.00360928835166273
"89",NA,NA,NA,0.000322502881995516
"90",NA,NA,NA,0.000447427306123315
"91",NA,NA,NA,0.000805151244337491
"92",NA,NA,NA,0.00311811995476401
"93",NA,NA,NA,0.0015471769970545
"94",NA,NA,NA,0.000820677716225026
"95",NA,NA,NA,0.000563909655194789
"96",NA,NA,NA,0.00111482868924525
"97",NA,NA,NA,0.000286314166471904
"98",NA,NA,NA,0.000243823137291873
"99",NA,NA,NA,7.72569983301625e-07
"100",NA,NA,NA,0.000288933401105009
"101",NA,NA,NA,0.000531413933438021
"102",NA,NA,NA,0.00013241536340137
"103",NA,NA,NA,0.000388762234046811
"104",NA,NA,NA,0.000483869508477738
